Zone,Produit,origine,dispo_alim_tonnes,Disponibilité alimentaire (Kcal/personne/jour),Disponibilité de protéines en quantité (g/personne/jour),Disponibilité de matière grasse en quantité (g/personne/jour)
Émirats arabes unis,"Poissons Marins, Autres",animal,14486.3,3.0,0.46,0.11
Émirats arabes unis,Poissons Pelagiques,animal,46262.7,12.0,1.53,0.55
Émirats arabes unis,Viande d'Ovins/Caprins,animal,84861.68,51.0,3.41,4.1
Émirats arabes unis,Viande de Bovins,animal,52711.44,25.0,2.27,1.67
Émirats arabes unis,Viande de Suides,animal,,,,
Émirats arabes unis,Viande de Volailles,animal,383559.84,138.0,13.85,8.72
Émirats arabes unis,"Viande, Autre",animal,27477.24,14.0,1.09,1.02
Équateur,Abats Comestible,animal,53351.82,10.0,1.7,0.25
Équateur,Animaux Aquatiques Autre,animal,0.0,0.0,0.0,0.0
Équateur,"Beurre, Ghee",animal,2360.7,3.0,0.0,0.33
Équateur,Cephalopodes,animal,314.76,0.0,0.01,0.0
Équateur,Crustacés,animal,45954.96,4.0,0.75,0.04
Équateur,Crème,animal,2990.22,1.0,0.01,0.1
Équateur,Graisses Animales Crue,animal,66414.35999999999,84.0,0.15,9.29
Équateur,Huiles de Foie de Poisso,animal,0.0,0.0,0.0,0.0
Équateur,Huiles de Poissons,animal,0.0,0.0,0.0,0.0
Équateur,Lait - Excl Beurre,animal,2197024.8,228.0,12.48,13.96
Équateur,"Mollusques, Autres",animal,786.9,0.0,0.0,0.0
Équateur,Oeufs,animal,126061.38,29.0,2.17,1.89
Équateur,Perciform,animal,4721.4,0.0,0.06,0.01
Équateur,Plantes Aquatiques,animal,0.0,0.0,0.0,0.0
Équateur,Poissons Eau Douce,animal,23449.62,3.0,0.44,0.1
Équateur,"Poissons Marins, Autres",animal,4721.4,1.0,0.09,0.02
Équateur,Poissons Pelagiques,animal,48473.04,7.0,1.02,0.31
Équateur,Viande d'Ovins/Caprins,animal,6924.72,2.0,0.17,0.17
Équateur,Viande de Bovins,animal,261408.18,98.0,6.33,7.91
Équateur,Viande de Suides,animal,227256.72,48.0,3.87,3.51
Équateur,Viande de Volailles,animal,343875.3,94.0,6.96,7.17
Équateur,"Viande, Autre",animal,10072.32,2.0,0.29,0.1
États-Unis d'Amérique,Abats Comestible,animal,140822.44,1.0,0.22,0.03
États-Unis d'Amérique,Animaux Aquatiques Autre,animal,12802.04,0.0,0.0,0.0
États-Unis d'Amérique,"Beurre, Ghee",animal,681708.63,42.0,0.05,4.73
États-Unis d'Amérique,Cephalopodes,animal,112017.85,1.0,0.14,0.01
États-Unis d'Amérique,Crustacés,animal,1763481.01,6.0,1.26,0.06
États-Unis d'Amérique,Crème,animal,19203.06,0.0,0.0,0.03
États-Unis d'Amérique,Graisses Animales Crue,animal,998559.12,59.0,0.01,6.6
États-Unis d'Amérique,Huiles de Foie de Poisso,animal,0.0,0.0,0.0,0.0
États-Unis d'Amérique,Huiles de Poissons,animal,0.0,0.0,0.0,0.0
États-Unis d'Amérique,Lait - Excl Beurre,animal,81513789.19,368.0,21.94,22.15
États-Unis d'Amérique,"Mollusques, Autres",animal,1059368.81,1.0,0.2,0.03
États-Unis d'Amérique,Oeufs,animal,4666343.58,56.0,4.27,3.92
États-Unis d'Amérique,Perciform,animal,1350615.22,9.0,1.09,0.49
États-Unis d'Amérique,Plantes Aquatiques,animal,0.0,0.0,0.0,0.0
États-Unis d'Amérique,Poissons Eau Douce,animal,1673866.7300000002,8.0,1.28,0.31
États-Unis d'Amérique,"Poissons Marins, Autres",animal,3200.51,0.0,0.0,0.0
États-Unis d'Amérique,Poissons Pelagiques,animal,924947.39,9.0,1.12,0.46
États-Unis d'Amérique,Viande d'Ovins/Caprins,animal,137621.93,3.0,0.16,0.25
États-Unis d'Amérique,Viande de Bovins,animal,11598648.24,100.0,12.28,5.26
États-Unis d'Amérique,Viande de Suides,animal,8846209.64,122.0,7.41,10.01
États-Unis d'Amérique,Viande de Volailles,animal,16005750.51,197.0,17.94,13.28
États-Unis d'Amérique,"Viande, Autre",animal,259241.31000000003,2.0,0.4,0.07
Éthiopie,Abats Comestible,animal,124213.32,4.0,0.61,0.14
Éthiopie,"Beurre, Ghee",animal,17879.19,4.0,0.0,0.51
Éthiopie,Cephalopodes,animal,0.0,0.0,0.0,0.0
Éthiopie,Crustacés,animal,0.0,0.0,0.0,0.0
Éthiopie,Crème,animal,0.0,0.0,,0.0
Éthiopie,Graisses Animales Crue,animal,23525.25,6.0,0.01,0.64
Éthiopie,Huiles de Foie de Poisso,animal,0.0,0.0,0.0,0.0
Éthiopie,Huiles de Poissons,animal,0.0,0.0,0.0,0.0
Éthiopie,Lait - Excl Beurre,animal,4153618.14,72.0,4.06,3.81
Éthiopie,"Mollusques, Autres",animal,0.0,0.0,0.0,0.0
Éthiopie,Oeufs,animal,33876.36,1.0,0.11,0.1
Éthiopie,Perciform,animal,0.0,0.0,0.0,0.0
Éthiopie,Plantes Aquatiques,animal,0.0,0.0,0.0,0.0
Éthiopie,Poissons Eau Douce,animal,21643.23,0.0,0.07,0.02
Éthiopie,"Poissons Marins, Autres",animal,0.0,0.0,0.0,0.0
Éthiopie,Poissons Pelagiques,animal,941.01,0.0,0.0,0.0
Éthiopie,Viande d'Ovins/Caprins,animal,147738.57,9.0,0.59,0.69
Éthiopie,Viande de Bovins,animal,339704.61,22.0,1.46,1.76
Éthiopie,Viande de Suides,animal,1882.02,0.0,0.01,0.02
Éthiopie,Viande de Volailles,animal,62106.66,2.0,0.22,0.14
Éthiopie,"Viande, Autre",animal,112921.2,4.0,0.55,0.18
Îles Salomon,Abats Comestible,animal,359.04,2.0,0.32,0.05
Îles Salomon,Animaux Aquatiques Autre,animal,0.0,0.0,0.0,0.0
Îles Salomon,"Beurre, Ghee",animal,39.27000000000001,1.0,,0.17
Îles Salomon,Cephalopodes,animal,0.0,0.0,0.0,0.0
Îles Salomon,Crustacés,animal,16.83,0.0,0.01,0.0
Îles Salomon,Crème,animal,11.22,0.0,0.0,0.01
Îles Salomon,Graisses Animales Crue,animal,493.68,17.0,0.09,1.89
Îles Salomon,Huiles de Foie de Poisso,animal,0.0,0.0,0.0,0.0
Îles Salomon,Huiles de Poissons,animal,0.0,0.0,0.0,0.0
Îles Salomon,Lait - Excl Beurre,animal,6462.72,19.0,1.05,0.7
Îles Salomon,"Mollusques, Autres",animal,532.95,0.0,0.06,0.01
Îles Salomon,Oeufs,animal,718.08,5.0,0.4,0.36
Îles Salomon,Perciform,animal,11.22,0.0,0.0,0.0
Îles Salomon,Plantes Aquatiques,animal,0.0,0.0,0.0,0.0
Îles Salomon,Poissons Eau Douce,animal,0.0,0.0,0.0,0.0
Îles Salomon,"Poissons Marins, Autres",animal,10664.61,36.0,5.57,1.33
Îles Salomon,Poissons Pelagiques,animal,7629.6,32.0,4.69,1.34
Îles Salomon,Viande d'Ovins/Caprins,animal,78.54000000000002,1.0,0.05,0.09
Îles Salomon,Viande de Bovins,animal,3124.77,27.0,2.62,1.8
Îles Salomon,Viande de Suides,animal,2636.7,45.0,1.41,4.28
Îles Salomon,Viande de Volailles,animal,1873.74,11.0,1.14,0.69
Îles Salomon,"Viande, Autre",animal,33.66,0.0,0.04,
Afghanistan,"Agrumes, Autres",vegetal,39412.08,1.0,0.02,0.01
Afghanistan,Aliments pour enfants,vegetal,1833.12,1.0,0.03,0.01
Afghanistan,Ananas,vegetal,0.0,0.0,,
Afghanistan,Bananes,vegetal,82490.4,4.0,0.05,0.02
Afghanistan,Bière,vegetal,2749.68,0.0,0.0,
Afghanistan,Blé,vegetal,4895346.96,1369.0,36.91,4.69
Afghanistan,Boissons Alcooliques,vegetal,0.0,0.0,,
Afghanistan,Café,vegetal,0.0,0.0,0.0,
Afghanistan,Coco (Incl Coprah),vegetal,0.0,0.0,0.0,0.0
Afghanistan,"Céréales, Autres",vegetal,0.0,0.0,0.0,0.0
Afghanistan,Dattes,vegetal,611.04,0.0,0.0,0.0
Afghanistan,Edulcorants Autres,vegetal,16192.56,2.0,,
Afghanistan,Feve de Cacao,vegetal,611.04,0.0,0.01,0.04
Afghanistan,"Fruits, Autres",vegetal,222724.08,9.0,0.14,0.06
Afghanistan,Graines de coton,vegetal,,,,
Afghanistan,Graines de tournesol,vegetal,,,,
Afghanistan,Huil Plantes Oleif Autr,vegetal,2444.16,2.0,0.0,0.21
Afghanistan,Huile Graines de Coton,vegetal,3666.24,3.0,,0.34
Afghanistan,Huile d'Arachide,vegetal,0.0,0.0,,0.0
Afghanistan,Huile d'Olive,vegetal,611.04,0.0,,0.05
Afghanistan,Huile de Colza&Moutarde,vegetal,2138.64,2.0,,0.18
Afghanistan,Huile de Palme,vegetal,63853.67999999999,51.0,,5.74
Afghanistan,Huile de Soja,vegetal,16192.56,13.0,,1.46
Afghanistan,Huile de Sésame,vegetal,1527.6,1.0,,0.13
Afghanistan,Huile de Tournesol,vegetal,22914.0,18.0,,2.06
Afghanistan,"Légumes, Autres",vegetal,885091.44,17.0,0.85,0.13
Afghanistan,Légumineuses Autres,vegetal,74546.88,23.0,1.56,0.14
Afghanistan,Maïs,vegetal,76380.0,21.0,0.56,0.3
Afghanistan,Miel,vegetal,2138.64,1.0,0.0,
Afghanistan,Millet,vegetal,12220.8,3.0,0.08,0.02
Afghanistan,Miscellanees,vegetal,,1.0,0.02,0.02
Afghanistan,Noix,vegetal,44300.4,12.0,0.38,1.07
Afghanistan,Olives,vegetal,1833.12,0.0,0.0,0.03
Afghanistan,"Oranges, Mandarines",vegetal,145122.0,4.0,0.07,0.01
Afghanistan,Orge,vegetal,89211.84,26.0,0.79,0.24
Afghanistan,"Plantes Oleiferes, Autre",vegetal,,,,
Afghanistan,Poivre,vegetal,0.0,0.0,0.0,0.0
Afghanistan,Pommes,vegetal,67825.44,3.0,0.02,0.01
Afghanistan,Pommes de Terre,vegetal,230056.56,15.0,0.25,0.04
Afghanistan,Raisin,vegetal,482721.6,29.0,0.27,0.12
Afghanistan,Riz (Eq Blanchi),vegetal,422228.64,141.0,2.7,0.27
Afghanistan,Sucre Eq Brut,vegetal,255109.2,84.0,,
Afghanistan,"Sucre, betterave",vegetal,,,,
Afghanistan,"Sucre, canne",vegetal,,,,
Afghanistan,Sésame,vegetal,15887.04,9.0,0.27,0.77
Afghanistan,Thé,vegetal,106626.48,4.0,0.96,
Afghanistan,Tomates,vegetal,0.0,0.0,0.0,0.0
Afghanistan,Vin,vegetal,0.0,0.0,,
Afghanistan,"Épices, Autres",vegetal,7943.52,2.0,0.11,0.1
Afrique du Sud,"Agrumes, Autres",vegetal,7388.640000000001,0.0,0.0,0.0
Afrique du Sud,"Alcool, non Comestible",vegetal,,,,
Afrique du Sud,Aliments pour enfants,vegetal,0.0,0.0,0.0,0.0
Afrique du Sud,Ananas,vegetal,42748.56,1.0,0.01,0.0
Afrique du Sud,Arachides Decortiquees,vegetal,37470.96,11.0,0.48,0.91
Afrique du Sud,Avoine,vegetal,39582.0,5.0,0.16,0.09
Afrique du Sud,Bananes,vegetal,371543.04,12.0,0.19,0.02
Afrique du Sud,Bananes plantains,vegetal,85497.12,3.0,0.04,0.01
Afrique du Sud,Bière,vegetal,3214586.16,82.0,0.83,
Afrique du Sud,Blé,vegetal,3173420.88,492.0,15.4,2.09
Afrique du Sud,Boissons Alcooliques,vegetal,336710.88,52.0,,
Afrique du Sud,Boissons Fermentés,vegetal,527.76,0.0,0.0,
Afrique du Sud,Café,vegetal,49081.68,1.0,0.06,
Afrique du Sud,Citrons & Limes,vegetal,20054.88,0.0,0.0,0.0
Afrique du Sud,Coco (Incl Coprah),vegetal,24276.96,2.0,0.02,0.16
Afrique du Sud,"Céréales, Autres",vegetal,3694.3200000000006,1.0,0.02,0.0
Afrique du Sud,Dattes,vegetal,527.76,0.0,0.0,0.0
Afrique du Sud,Edulcorants Autres,vegetal,89191.44,13.0,0.0,
Afrique du Sud,Feve de Cacao,vegetal,24804.72,6.0,0.1,0.53
Afrique du Sud,"Fruits, Autres",vegetal,258074.63999999996,6.0,0.08,0.12
Afrique du Sud,Girofles,vegetal,527.76,0.0,0.0,0.0
Afrique du Sud,Graines Colza/Moutarde,vegetal,0.0,0.0,0.0,0.0
Afrique du Sud,Graines de coton,vegetal,,,,
Afrique du Sud,Graines de tournesol,vegetal,,,,
Afrique du Sud,Haricots,vegetal,96580.08,17.0,1.08,0.07
Afrique du Sud,Huil Plantes Oleif Autr,vegetal,3694.3200000000006,2.0,0.0,0.18
Afrique du Sud,Huile Graines de Coton,vegetal,2111.04,1.0,0.0,0.1
Afrique du Sud,Huile d'Arachide,vegetal,11082.96,5.0,,0.57
Afrique du Sud,Huile d'Olive,vegetal,3166.56,1.0,,0.17
Afrique du Sud,Huile de Coco,vegetal,3694.3200000000006,2.0,,0.2
Afrique du Sud,Huile de Colza&Moutarde,vegetal,,,,
Afrique du Sud,Huile de Germe de Maïs,vegetal,80219.52,37.0,,4.16
Afrique du Sud,Huile de Palme,vegetal,50137.2,23.0,,2.6
Afrique du Sud,Huile de Palmistes,vegetal,16360.56,7.0,,0.84
Afrique du Sud,Huile de Soja,vegetal,237492.0,109.0,0.0,12.33
Afrique du Sud,Huile de Sésame,vegetal,527.76,0.0,,0.03
Afrique du Sud,Huile de Tournesol,vegetal,273907.44,126.0,,14.23
Afrique du Sud,Ignames,vegetal,0.0,0.0,,
Afrique du Sud,"Légumes, Autres",vegetal,1323622.08,23.0,0.93,0.22
Afrique du Sud,Légumineuses Autres,vegetal,12138.48,2.0,0.14,0.01
Afrique du Sud,Manioc,vegetal,0.0,0.0,0.0,0.0
Afrique du Sud,Maïs,vegetal,5282877.6,858.0,21.91,7.69
Afrique du Sud,Miel,vegetal,3166.56,1.0,0.0,
Afrique du Sud,Millet,vegetal,4749.84,1.0,0.02,0.01
Afrique du Sud,Miscellanees,vegetal,,0.0,0.0,0.0
Afrique du Sud,Noix,vegetal,17416.08,2.0,0.06,0.2
Afrique du Sud,Oignons,vegetal,442262.88000000006,9.0,0.25,0.02
Afrique du Sud,Olives,vegetal,1055.52,0.0,0.0,0.01
Afrique du Sud,"Oranges, Mandarines",vegetal,386320.32,5.0,0.08,0.03
Afrique du Sud,Orge,vegetal,4749.84,1.0,0.01,
Afrique du Sud,Palmistes,vegetal,,,,
Afrique du Sud,Pamplemousse,vegetal,134051.04,2.0,0.03,0.01
Afrique du Sud,Patates douces,vegetal,59109.12000000001,3.0,0.04,0.01
Afrique du Sud,Piments,vegetal,22165.92,4.0,0.16,0.11
Afrique du Sud,"Plantes Oleiferes, Autre",vegetal,0.0,0.0,0.0,0.0
Afrique du Sud,Pois,vegetal,13721.76,2.0,0.16,0.01
Afrique du Sud,Poivre,vegetal,1583.28,0.0,0.01,0.0
Afrique du Sud,Pommes,vegetal,582647.04,8.0,0.06,0.04
Afrique du Sud,Pommes de Terre,vegetal,1618112.16,60.0,1.26,0.08
Afrique du Sud,Racines nda,vegetal,0.0,0.0,0.0,
Afrique du Sud,Raisin,vegetal,116107.20000000001,4.0,0.04,0.01
Afrique du Sud,Riz (Eq Blanchi),vegetal,918830.16,169.0,3.25,0.23
Afrique du Sud,Seigle,vegetal,1583.28,0.0,0.0,0.0
Afrique du Sud,Soja,vegetal,67025.52,12.0,1.32,0.63
Afrique du Sud,Sorgho,vegetal,71247.6,11.0,0.32,0.09
Afrique du Sud,Sucre Eq Brut,vegetal,1857187.4399999997,319.0,,
Afrique du Sud,"Sucre, betterave",vegetal,,,,
Afrique du Sud,"Sucre, canne",vegetal,,,,
Afrique du Sud,Sésame,vegetal,,,,
Afrique du Sud,Thé,vegetal,18471.6,0.0,0.1,
Afrique du Sud,Tomates,vegetal,506121.84,5.0,0.27,0.05
Afrique du Sud,Vin,vegetal,406902.96,14.0,0.0,
Afrique du Sud,"Épices, Autres",vegetal,6860.88,1.0,0.05,0.05
Albanie,"Agrumes, Autres",vegetal,761.52,0.0,0.0,
Albanie,"Alcool, non Comestible",vegetal,,,,
Albanie,Aliments pour enfants,vegetal,285.57,1.0,0.04,0.01
Albanie,Ananas,vegetal,158.65,0.0,,
Albanie,Arachides Decortiquees,vegetal,475.95,2.0,0.11,0.2
Albanie,Avoine,vegetal,412.49,1.0,0.03,0.01
Albanie,Bananes,vegetal,19799.52,10.0,0.12,0.05
Albanie,Bananes plantains,vegetal,539.41,0.0,,
Albanie,Bière,vegetal,85607.54,36.0,0.37,
Albanie,Blé,vegetal,439904.7199999999,1056.0,33.64,5.85
Albanie,Boissons Alcooliques,vegetal,8408.45,21.0,,
Albanie,Boissons Fermentés,vegetal,0.0,0.0,,
Albanie,Café,vegetal,7869.04,3.0,0.42,
Albanie,Citrons & Limes,vegetal,4918.15,1.0,0.03,0.01
Albanie,Coco (Incl Coprah),vegetal,31.73,0.0,0.0,0.01
Albanie,"Céréales, Autres",vegetal,253.84,0.0,0.01,0.0
Albanie,Dattes,vegetal,12057.4,16.0,0.16,0.04
Albanie,Edulcorants Autres,vegetal,92619.87,16.0,,
Albanie,Feve de Cacao,vegetal,2284.56,13.0,0.16,1.17
Albanie,"Fruits, Autres",vegetal,141135.04,63.0,0.92,0.43
Albanie,Graines Colza/Moutarde,vegetal,0.0,0.0,0.0,0.0
Albanie,Graines de coton,vegetal,,,,
Albanie,Graines de tournesol,vegetal,,,,
Albanie,Haricots,vegetal,15991.92,46.0,2.92,0.22
Albanie,Huil Plantes Oleif Autr,vegetal,3553.7600000000007,26.0,0.02,2.97
Albanie,Huile Graines de Coton,vegetal,,,,
Albanie,Huile d'Arachide,vegetal,31.73,0.0,,0.02
Albanie,Huile d'Olive,vegetal,1808.6099999999997,14.0,,1.55
Albanie,Huile de Coco,vegetal,,,,
Albanie,Huile de Colza&Moutarde,vegetal,95.19,1.0,,0.07
Albanie,Huile de Germe de Maïs,vegetal,856.71,7.0,,0.74
Albanie,Huile de Palme,vegetal,0.0,0.0,0.0,0.0
Albanie,Huile de Palmistes,vegetal,,,,
Albanie,Huile de Soja,vegetal,380.76,3.0,,0.32
Albanie,Huile de Sésame,vegetal,,,,
Albanie,Huile de Tournesol,vegetal,15833.27,121.0,0.0,13.66
Albanie,"Légumes, Autres",vegetal,498319.6500000001,98.0,4.07,0.76
Albanie,Légumineuses Autres,vegetal,1078.82,3.0,0.22,0.02
Albanie,Manioc,vegetal,0.0,0.0,,
Albanie,Maïs,vegetal,5679.67,13.0,0.31,0.04
Albanie,Miel,vegetal,3014.35,8.0,0.01,
Albanie,Millet,vegetal,,,,
Albanie,Miscellanees,vegetal,,5.0,0.13,0.06
Albanie,Noix,vegetal,13358.33,27.0,0.61,2.07
Albanie,Oignons,vegetal,94206.37,25.0,0.89,0.16
Albanie,Olives,vegetal,72979.0,69.0,0.69,6.99
Albanie,"Oranges, Mandarines",vegetal,39948.07,11.0,0.21,0.03
Albanie,Orge,vegetal,507.68,1.0,0.03,0.0
Albanie,Palmistes,vegetal,,,,
Albanie,Pamplemousse,vegetal,380.76,0.0,0.0,
Albanie,Patates douces,vegetal,1078.82,1.0,0.01,0.0
Albanie,Piments,vegetal,31.73,0.0,0.0,0.0
Albanie,"Plantes Oleiferes, Autre",vegetal,,,,
Albanie,Pois,vegetal,0.0,0.0,0.0,
Albanie,Poivre,vegetal,0.0,0.0,0.0,0.0
Albanie,Pommes,vegetal,78055.8,33.0,0.2,0.27
Albanie,Pommes de Terre,vegetal,130917.98,77.0,1.89,0.11
Albanie,Racines nda,vegetal,0.0,0.0,,
Albanie,Raisin,vegetal,152811.68,86.0,0.92,0.4
Albanie,Riz (Eq Blanchi),vegetal,24685.94,68.0,1.34,0.16
Albanie,Seigle,vegetal,2189.37,5.0,0.13,0.02
Albanie,Soja,vegetal,0.0,0.0,,
Albanie,Sorgho,vegetal,,,,
Albanie,Sucre Eq Brut,vegetal,55527.5,173.0,,
Albanie,"Sucre, betterave",vegetal,,,,
Albanie,Sésame,vegetal,,,,
Albanie,Thé,vegetal,253.84,0.0,0.01,
Albanie,Tomates,vegetal,185176.28,28.0,1.33,0.33
Albanie,Vin,vegetal,25288.81,15.0,,
Albanie,"Épices, Autres",vegetal,126.92,0.0,0.01,0.01
Algérie,"Agrumes, Autres",vegetal,9017.84,0.0,0.0,0.0
Algérie,"Alcool, non Comestible",vegetal,,,,
Algérie,Aliments pour enfants,vegetal,21564.4,6.0,0.23,0.04
Algérie,Ananas,vegetal,10194.08,0.0,0.0,0.0
Algérie,Arachides Decortiquees,vegetal,10978.240000000002,5.0,0.21,0.38
Algérie,Avoine,vegetal,392.08,0.0,0.0,0.0
Algérie,Bananes,vegetal,247010.4,10.0,0.17,0.02
Algérie,Bananes plantains,vegetal,0.0,0.0,0.0,0.0
Algérie,Bière,vegetal,188198.4,6.0,0.07,
Algérie,Blé,vegetal,7269947.359999999,1424.0,42.97,5.34
Algérie,Boissons Alcooliques,vegetal,7057.44,1.0,,
Algérie,Boissons Fermentés,vegetal,0.0,0.0,,
Algérie,Café,vegetal,129386.4,4.0,0.6,
Algérie,Citrons & Limes,vegetal,74887.28,1.0,0.02,0.02
Algérie,Coco (Incl Coprah),vegetal,2352.48,0.0,0.0,0.02
Algérie,"Céréales, Autres",vegetal,1176.24,0.0,0.01,0.0
Algérie,Dattes,vegetal,820623.44,101.0,0.84,0.21
Algérie,Edulcorants Autres,vegetal,23524.8,6.0,,
Algérie,Feve de Cacao,vegetal,41560.48,10.0,0.22,0.83
Algérie,"Fruits, Autres",vegetal,1140952.8,39.0,0.57,0.26
Algérie,Girofles,vegetal,0.0,0.0,0.0,0.0
Algérie,Graines Colza/Moutarde,vegetal,0.0,0.0,0.0,0.0
Algérie,Graines de coton,vegetal,,,,
Algérie,Graines de tournesol,vegetal,,,,
Algérie,Haricots,vegetal,60772.4,14.0,0.92,0.06
Algérie,Huil Plantes Oleif Autr,vegetal,78023.92,47.0,0.04,5.3
Algérie,Huile Graines de Coton,vegetal,,,,
Algérie,Huile d'Arachide,vegetal,19604.0,12.0,,1.37
Algérie,Huile d'Olive,vegetal,67829.84,42.0,,4.74
Algérie,Huile de Coco,vegetal,1176.24,1.0,,0.07
Algérie,Huile de Colza&Moutarde,vegetal,18035.68,11.0,0.01,1.2
Algérie,Huile de Germe de Maïs,vegetal,1960.4,1.0,,0.13
Algérie,Huile de Palme,vegetal,29013.92,18.0,,2.03
Algérie,Huile de Palmistes,vegetal,,,,
Algérie,Huile de Soja,vegetal,293275.84,181.0,,20.48
Algérie,Huile de Sésame,vegetal,0.0,0.0,,0.0
Algérie,Huile de Tournesol,vegetal,77631.84,48.0,,5.41
Algérie,"Légumes, Autres",vegetal,4146638.08,73.0,3.43,0.47
Algérie,Légumineuses Autres,vegetal,247402.47999999998,61.0,3.85,0.44
Algérie,Manioc,vegetal,0.0,0.0,,
Algérie,Maïs,vegetal,626935.92,129.0,3.18,1.12
Algérie,Miel,vegetal,6665.360000000001,1.0,0.0,
Algérie,Millet,vegetal,,,,
Algérie,Miscellanees,vegetal,,2.0,0.06,0.03
Algérie,Noix,vegetal,70574.4,13.0,0.43,1.18
Algérie,Oignons,vegetal,1277004.56,35.0,0.98,0.09
Algérie,Olives,vegetal,190942.96,12.0,0.15,1.36
Algérie,"Oranges, Mandarines",vegetal,1116251.76,24.0,0.33,0.2
Algérie,Orge,vegetal,516761.44,94.0,2.58,0.29
Algérie,Palmistes,vegetal,0.0,0.0,,0.0
Algérie,Pamplemousse,vegetal,2744.5600000000004,0.0,0.0,0.0
Algérie,Patates douces,vegetal,,,,
Algérie,Piments,vegetal,18819.84,4.0,0.18,0.12
Algérie,"Plantes Oleiferes, Autre",vegetal,,0.0,,
Algérie,Pois,vegetal,18035.68,4.0,0.28,0.01
Algérie,Poivre,vegetal,3920.8,1.0,0.03,0.01
Algérie,Pommes,vegetal,543422.88,18.0,0.08,0.11
Algérie,Pommes de Terre,vegetal,2539894.24,126.0,2.66,0.18
Algérie,Racines nda,vegetal,0.0,0.0,0.0,
Algérie,Raisin,vegetal,512056.48,21.0,0.22,0.14
Algérie,Riz (Eq Blanchi),vegetal,116447.76000000001,30.0,0.57,0.04
Algérie,Seigle,vegetal,0.0,0.0,0.0,0.0
Algérie,Soja,vegetal,0.0,0.0,0.0,
Algérie,Sorgho,vegetal,2744.5600000000004,1.0,0.02,0.0
Algérie,Sucre Eq Brut,vegetal,1089198.24,258.0,,
Algérie,"Sucre, betterave",vegetal,,,,
Algérie,"Sucre, canne",vegetal,,,,
Algérie,Sésame,vegetal,4704.96,2.0,0.06,0.16
Algérie,Thé,vegetal,12938.64,0.0,0.09,
Algérie,Tomates,vegetal,1072730.88,16.0,0.79,0.17
Algérie,Vin,vegetal,392.08,0.0,,
Algérie,"Épices, Autres",vegetal,9802.0,2.0,0.09,0.09
Allemagne,"Agrumes, Autres",vegetal,187790.29,1.0,0.01,0.0
Allemagne,"Alcool, non Comestible",vegetal,,,,
Allemagne,Aliments pour enfants,vegetal,0.0,0.0,0.0,0.0
Allemagne,Ananas,vegetal,273826.37,5.0,0.03,0.01
Allemagne,Arachides Decortiquees,vegetal,105063.29,20.0,0.9,1.6
Allemagne,Avoine,vegetal,127399.58,13.0,0.48,0.23
Allemagne,Bananes,vegetal,980314.95,20.0,0.26,0.03
Allemagne,Bananes plantains,vegetal,1654.54,0.0,0.0,0.0
Allemagne,Bière,vegetal,7772201.65,126.0,1.29,
Allemagne,Blé,vegetal,6900259.07,654.0,21.17,2.59
Allemagne,Boissons Alcooliques,vegetal,877733.47,86.0,,
Allemagne,Boissons Fermentés,vegetal,28954.45,0.0,0.0,
Allemagne,Café,vegetal,558407.25,8.0,1.02,
Allemagne,Citrons & Limes,vegetal,124917.77,1.0,0.02,0.02
Allemagne,Coco (Incl Coprah),vegetal,46327.12000000001,2.0,0.02,0.2
Allemagne,"Céréales, Autres",vegetal,56254.36000000001,5.0,0.13,0.01
Allemagne,Dattes,vegetal,8272.7,1.0,0.0,0.0
Allemagne,Edulcorants Autres,vegetal,979487.68,116.0,0.0,
Allemagne,Feve de Cacao,vegetal,76108.84,15.0,0.2,1.34
Allemagne,"Fruits, Autres",vegetal,2083893.13,30.0,0.42,0.28
Allemagne,Girofles,vegetal,827.27,0.0,0.0,0.0
Allemagne,Graines Colza/Moutarde,vegetal,0.0,4.0,0.0,0.0
Allemagne,Graines de coton,vegetal,,,,
Allemagne,Graines de tournesol,vegetal,,,,
Allemagne,Haricots,vegetal,8272.7,1.0,0.06,0.0
Allemagne,Huil Plantes Oleif Autr,vegetal,39708.96,9.0,0.0,1.13
Allemagne,Huile Graines de Coton,vegetal,,,,
Allemagne,Huile d'Arachide,vegetal,4136.35,1.0,,0.13
Allemagne,Huile d'Olive,vegetal,61217.98,18.0,,2.04
Allemagne,Huile de Coco,vegetal,1654.54,0.0,0.0,0.04
Allemagne,Huile de Colza&Moutarde,vegetal,454171.23,133.0,0.01,15.05
Allemagne,Huile de Germe de Maïs,vegetal,12409.05,4.0,,0.41
Allemagne,Huile de Palme,vegetal,237426.49,71.0,0.06,7.96
Allemagne,Huile de Palmistes,vegetal,0.0,0.0,0.0,0.0
Allemagne,Huile de Soja,vegetal,430180.4,126.0,0.0,14.24
Allemagne,Huile de Sésame,vegetal,11581.780000000002,4.0,0.0,0.4
Allemagne,Huile de Tournesol,vegetal,263899.13,77.0,0.0,8.75
Allemagne,Ignames,vegetal,,,,
Allemagne,"Légumes, Autres",vegetal,5612199.68,51.0,2.41,0.42
Allemagne,Légumineuses Autres,vegetal,14063.590000000002,2.0,0.11,0.01
Allemagne,Manioc,vegetal,,,,
Allemagne,Maïs,vegetal,1003478.5100000001,86.0,1.98,0.28
Allemagne,Miel,vegetal,86036.08,9.0,0.01,
Allemagne,Millet,vegetal,9927.24,1.0,0.03,0.01
Allemagne,Miscellanees,vegetal,,0.0,0.01,0.0
